School URL,Rank (2017-18),school type,School,School URL,District,District URL,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2017-18),Average Standard Score (2016-17),Rank (2016-17),Rank Change from (2016-17),SchoolDigger Star Rating
https://www.schooldigger.com/go/TX/schools/0021113025/school.aspx,798,E,Idea South Flores Academy,https://www.schooldigger.com/go/TX/schools/0021113025/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78221,Bexar,(210) 239-4150,PK,05,Yes,Yes,No,No,707,34,20.7,77.8%,1.3%,0.0%,0.1%,95.3%,0.0%,0.1%,3.1%,76.8,65.5,1235,437,4
https://www.schooldigger.com/go/TX/schools/3312007524/school.aspx,867,E,Steubing Elementary,https://www.schooldigger.com/go/TX/schools/3312007524/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78249,Bexar,(210) 397-4350,PK,05,No,No,No,No,517,36.3,14.2,30.2%,4.6%,0.0%,13.0%,41.2%,0.0%,4.4%,36.8%,74.8,66.6,1182,315,4
https://www.schooldigger.com/go/TX/schools/0759000050/school.aspx,882,E,Woodridge Elementary,https://www.schooldigger.com/go/TX/schools/0759000050/school.aspx,Alamo Heights Independent School District,https://www.schooldigger.com/go/TX/district/07590/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78209,Bexar,(210) 826-8021,01,05,Yes,No,No,No,951,69.9,13.5,21.2%,3.2%,0.6%,3.6%,40.0%,0.2%,1.2%,51.3%,74.2,77.4,798,-84,4
https://www.schooldigger.com/go/TX/schools/3312008708/school.aspx,888,E,Raba Elementary,https://www.schooldigger.com/go/TX/schools/3312008708/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78251,Bexar,(210) 397-1350,PK,05,No,No,No,No,752,52.5,14.3,41.8%,9.3%,0.1%,7.4%,59.8%,0.4%,1.9%,21.0%,74.1,75.1,872,-16,4
https://www.schooldigger.com/go/TX/schools/2499012467/school.aspx,918,E,Rolling Meadows Elementary,https://www.schooldigger.com/go/TX/schools/2499012467/school.aspx,Judson Independent School District,https://www.schooldigger.com/go/TX/district/24990/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78233,Bexar,(210) 945-5700,PK,05,No,No,No,No,864,45.8,18.8,36.5%,10.9%,0.1%,4.2%,55.4%,0.6%,4.7%,24.1%,73.6,71.5,1014,96,4
https://www.schooldigger.com/go/TX/schools/3312006460/school.aspx,949,E,Scobee Elementary,https://www.schooldigger.com/go/TX/schools/3312006460/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78249,Bexar,(210) 397-0700,PK,05,No,No,No,No,604,40.6,14.8,45.7%,4.5%,0.2%,1.5%,64.4%,0.0%,3.6%,25.8%,72.7,87.7,453,-496,4
https://www.schooldigger.com/go/TX/schools/3294007516/school.aspx,956,E,Huebner Elementary,https://www.schooldigger.com/go/TX/schools/3294007516/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78248,Bexar,(210) 407-4200,PK,05,No,No,No,No,724,43.7,16.5,25.1%,4.0%,0.1%,5.5%,45.2%,0.0%,4.0%,41.2%,72.5,80.8,678,-278,4
https://www.schooldigger.com/go/TX/schools/3312012989/school.aspx,960,E,Boldt Elementary,https://www.schooldigger.com/go/TX/schools/3312012989/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78253,Bexar,(210) 398-2000,PK,05,No,No,No,No,636,38.4,16.5,23.0%,9.1%,0.5%,0.9%,47.3%,0.0%,6.3%,35.8%,72.3,76.5,828,-132,4
https://www.schooldigger.com/go/TX/schools/0021112883/school.aspx,961,E,Idea Carver Academy,https://www.schooldigger.com/go/TX/schools/0021112883/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78202,Bexar,(210) 223-8885,PK,05,Yes,Yes,No,No,569,22,25.7,81.7%,18.6%,0.0%,0.0%,75.7%,0.4%,0.4%,4.9%,72.3,62.9,1351,390,4
https://www.schooldigger.com/go/TX/schools/3294021108/school.aspx,975,E,Oak Meadow Elementary,https://www.schooldigger.com/go/TX/schools/3294021108/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78231,Bexar,(210) 407-5800,PK,05,No,No,No,No,461,37.6,12.2,33.2%,3.0%,0.2%,5.0%,56.6%,0.0%,5.0%,30.2%,71.7,71,1031,56,4
https://www.schooldigger.com/go/TX/schools/0025812291/school.aspx,981,E,School Of Science And Technology - Alamo,https://www.schooldigger.com/go/TX/schools/0025812291/school.aspx,School Of Science And Technology,https://www.schooldigger.com/go/TX/district/00258/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78233,Bexar,(210) 657-6400,KG,08,Yes,Yes,No,No,431,27.4,15.7,49.0%,11.6%,0.0%,4.2%,54.8%,0.0%,5.6%,23.9%,71.6,65.5,1234,253,4
https://www.schooldigger.com/go/TX/schools/3312009136/school.aspx,988,E,Nichols Elementary,https://www.schooldigger.com/go/TX/schools/3312009136/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78254,Bexar,(210) 397-4050,PK,05,No,No,No,No,479,34.4,13.9,36.5%,3.8%,0.2%,0.8%,67.2%,0.2%,2.5%,25.3%,71.4,72.2,976,-12,4
https://www.schooldigger.com/go/TX/schools/3294003628/school.aspx,995,E,Castle Hills Elementary,https://www.schooldigger.com/go/TX/schools/3294003628/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78213,Bexar,(210) 407-1800,KG,05,No,No,No,No,514,35.1,14.6,38.9%,2.1%,0.4%,2.1%,66.0%,0.2%,2.5%,26.7%,71.2,75,883,-112,4
https://www.schooldigger.com/go/TX/schools/2016001966/school.aspx,1055,E,Ft Sam Houston Elementary,https://www.schooldigger.com/go/TX/schools/2016001966/school.aspx,Ft Sam Houston Independent School District,https://www.schooldigger.com/go/TX/district/20160/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78234,Bexar,(210) 368-8800,PK,05,No,No,No,No,907,61.1,14.8,31.5%,16.5%,0.7%,2.5%,28.2%,0.6%,9.0%,42.4%,69.9,67.1,1157,102,4
https://www.schooldigger.com/go/TX/schools/2637002970/school.aspx,1056,E,Lackland Elementary,https://www.schooldigger.com/go/TX/schools/2637002970/school.aspx,Lackland Independent School District,https://www.schooldigger.com/go/TX/district/26370/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78236,Bexar,(210) 357-5053,PK,05,Yes,No,No,No,648,47.8,13.5,33.6%,16.2%,0.2%,0.8%,22.2%,0.8%,11.4%,48.5%,69.8,88.5,427,-629,4
https://www.schooldigger.com/go/TX/schools/3312012076/school.aspx,1074,E,Hoffmann Elementary,https://www.schooldigger.com/go/TX/schools/3312012076/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78253,Bexar,(210) 397-8350,PK,05,No,No,No,No,962,60.4,15.9,17.6%,6.1%,0.0%,2.8%,53.1%,0.3%,6.1%,31.5%,69.3,79.5,731,-343,4
https://www.schooldigger.com/go/TX/schools/3006010960/school.aspx,1100,E,Potranco Elementary,https://www.schooldigger.com/go/TX/schools/3006010960/school.aspx,Medina Valley Independent School District,https://www.schooldigger.com/go/TX/district/30060/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78253,Bexar,(830) 931-2243,PK,05,Yes,No,No,No,873,48.7,17.9,45.8%,6.3%,0.8%,0.3%,59.0%,0.0%,4.9%,28.6%,68.9,77.6,787,-313,4
https://www.schooldigger.com/go/TX/schools/3312012182/school.aspx,1104,E,Langley Elementary,https://www.schooldigger.com/go/TX/schools/3312012182/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78253,Bexar,(210) 397-0150,PK,05,No,No,No,No,440,36.5,12,40.0%,9.1%,0.0%,2.7%,61.6%,0.9%,5.0%,20.7%,68.8,69.3,1082,-22,4
https://www.schooldigger.com/go/TX/schools/3312013250/school.aspx,1145,E,Fields Elementary,https://www.schooldigger.com/go/TX/schools/3312013250/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78254,Bexar,(210) 398-2150,PK,05,No,No,No,No,754,46.8,16.1,43.8%,5.4%,0.0%,3.7%,59.5%,0.3%,3.6%,27.5%,67.7,,,,4
https://www.schooldigger.com/go/TX/schools/0759000047/school.aspx,1146,E,Cambridge Elementary,https://www.schooldigger.com/go/TX/schools/0759000047/school.aspx,Alamo Heights Independent School District,https://www.schooldigger.com/go/TX/district/07590/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78209,Bexar,(210) 822-3611,01,05,Yes,No,No,No,780,63.5,12.2,24.0%,1.8%,0.0%,5.4%,41.8%,0.0%,0.1%,50.9%,67.7,70.8,1038,-108,4
https://www.schooldigger.com/go/TX/schools/3294003650/school.aspx,1158,E,Northwood Elementary,https://www.schooldigger.com/go/TX/schools/3294003650/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78209,Bexar,(210) 407-5400,PK,05,No,No,No,No,415,33,12.5,41.0%,7.5%,0.0%,3.6%,46.0%,0.0%,3.9%,39.0%,67.4,82.2,641,-517,4
https://www.schooldigger.com/go/TX/schools/3312011958/school.aspx,1211,E,Scarborough Elementary,https://www.schooldigger.com/go/TX/schools/3312011958/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78238,Bexar,(210) 397-8000,PK,05,No,No,No,No,811,50.5,16,33.8%,8.5%,0.1%,2.3%,56.1%,0.2%,4.6%,28.1%,66.3,72.1,979,-232,4
https://www.schooldigger.com/go/TX/schools/3312009469/school.aspx,1225,E,Ward Elementary,https://www.schooldigger.com/go/TX/schools/3312009469/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78254,Bexar,(210) 397-6800,PK,05,No,No,No,No,866,50.1,17.2,53.1%,6.0%,0.1%,1.0%,69.2%,0.6%,4.3%,18.8%,66.1,71.5,1011,-214,4
https://www.schooldigger.com/go/TX/schools/3312021008/school.aspx,1233,E,Fernandez Elementary,https://www.schooldigger.com/go/TX/schools/3312021008/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78250,Bexar,(210) 397-1900,PK,05,Yes,No,No,No,594,42.5,13.9,57.2%,3.9%,0.0%,3.4%,70.7%,0.3%,3.4%,18.4%,65.8,71.9,993,-240,4
https://www.schooldigger.com/go/TX/schools/3294010431/school.aspx,1269,E,Steubing Ranch Elementary,https://www.schooldigger.com/go/TX/schools/3294010431/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78247,Bexar,(210) 407-7600,PK,05,No,No,No,No,961,59.7,16,48.9%,4.2%,0.2%,2.3%,70.9%,0.1%,2.7%,19.7%,65,69.5,1069,-200,4
https://www.schooldigger.com/go/TX/schools/3294003632/school.aspx,1281,E,Coker Elementary,https://www.schooldigger.com/go/TX/schools/3294003632/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78232,Bexar,(210) 407-2200,PK,05,No,No,No,No,845,55,15.3,47.5%,1.8%,0.1%,2.2%,66.6%,0.0%,3.0%,26.3%,64.8,50.5,1957,676,4
https://www.schooldigger.com/go/TX/schools/3312008450/school.aspx,1282,E,Lewis Elementary,https://www.schooldigger.com/go/TX/schools/3312008450/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78251,Bexar,(210) 397-2650,PK,05,No,No,No,No,739,48.4,15.2,40.9%,5.5%,0.1%,2.6%,69.7%,0.5%,2.2%,19.4%,64.8,57.2,1625,343,4
https://www.schooldigger.com/go/TX/schools/3312012344/school.aspx,1300,E,Henderson Elementary,https://www.schooldigger.com/go/TX/schools/3312012344/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78254,Bexar,(210) 398-1050,PK,05,No,No,No,No,824,52.6,15.6,32.0%,6.1%,0.1%,1.5%,64.2%,0.2%,3.5%,24.4%,64.3,70.3,1052,-248,4
https://www.schooldigger.com/go/TX/schools/4095007520/school.aspx,1304,E,Elm Creek Elementary,https://www.schooldigger.com/go/TX/schools/4095007520/school.aspx,Southwest Independent School District,https://www.schooldigger.com/go/TX/district/40950/search.aspx,Atascosa,https://www.schooldigger.com/go/TX/city/Atascosa/search.aspx,78002,Bexar,(210) 622-4430,PK,05,Yes,No,No,No,707,45,15.7,75.8%,0.7%,0.1%,0.0%,90.5%,0.0%,0.1%,8.5%,64.2,56.5,1656,352,4
https://www.schooldigger.com/go/TX/schools/3294021007/school.aspx,1362,E,Fox Run Elementary,https://www.schooldigger.com/go/TX/schools/3294021007/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78247,Bexar,(210) 407-3400,PK,05,No,No,No,No,743,48,15.4,58.3%,6.5%,0.8%,1.3%,58.0%,0.4%,5.9%,27.1%,63.1,66.5,1185,-177,3
https://www.schooldigger.com/go/TX/schools/4095006485/school.aspx,1374,E,Big Country Elementary,https://www.schooldigger.com/go/TX/schools/4095006485/school.aspx,Southwest Independent School District,https://www.schooldigger.com/go/TX/district/40950/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78245,Bexar,(210) 645-7560,PK,05,Yes,No,No,No,695,46,15.1,78.3%,3.9%,0.1%,0.1%,83.6%,0.0%,3.0%,9.2%,62.8,66.2,1203,-171,3
https://www.schooldigger.com/go/TX/schools/3312005785/school.aspx,1397,E,Braun Station Elementary,https://www.schooldigger.com/go/TX/schools/3312005785/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78254,Bexar,(210) 397-1550,PK,05,No,No,No,No,583,56.8,10.2,36.4%,3.4%,0.2%,0.9%,60.9%,0.0%,2.9%,31.7%,62.4,72,985,-412,3
https://www.schooldigger.com/go/TX/schools/3312012604/school.aspx,1452,E,Lieck Elementary,https://www.schooldigger.com/go/TX/schools/3312012604/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78245,Bexar,(210) 398-1450,PK,05,No,No,No,No,728,43.4,16.7,34.1%,7.6%,0.4%,1.2%,58.9%,0.4%,6.6%,24.9%,61.2,59.3,1532,80,3
https://www.schooldigger.com/go/TX/schools/4095004655/school.aspx,1510,E,Southwest Elementary,https://www.schooldigger.com/go/TX/schools/4095004655/school.aspx,Southwest Independent School District,https://www.schooldigger.com/go/TX/district/40950/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78252,Bexar,(210) 622-4420,PK,05,Yes,No,No,No,599,41,14.6,74.3%,1.8%,0.3%,0.0%,89.6%,0.0%,1.3%,6.8%,60,55.8,1687,177,3
https://www.schooldigger.com/go/TX/schools/3312006891/school.aspx,1535,E,Brauchle Elementary,https://www.schooldigger.com/go/TX/schools/3312006891/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78250,Bexar,(210) 397-1550,PK,05,Yes,No,No,No,657,41.4,15.8,63.8%,3.8%,0.0%,0.6%,74.4%,0.2%,3.3%,17.7%,59.5,64.7,1271,-264,3
https://www.schooldigger.com/go/TX/schools/2499010447/school.aspx,1539,E,Ricardo Salinas Elementary,https://www.schooldigger.com/go/TX/schools/2499010447/school.aspx,Judson Independent School District,https://www.schooldigger.com/go/TX/district/24990/search.aspx,Universal City,https://www.schooldigger.com/go/TX/city/Universal+City/search.aspx,78148,Bexar,(210) 659-5045,PK,05,No,No,No,No,661,33.9,19.4,51.4%,19.4%,0.6%,3.8%,46.0%,0.9%,6.8%,22.5%,59.5,64.9,1261,-278,3
https://www.schooldigger.com/go/TX/schools/3873013107/school.aspx,1604,E,Young Men's Leadership Academy,https://www.schooldigger.com/go/TX/schools/3873013107/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78202,Bexar,(210) 354-9652,04,08,Yes,Yes,No,No,196,14,14,69.9%,15.8%,0.0%,0.5%,81.1%,0.0%,0.0%,2.6%,58.1,59.7,1512,-92,3
https://www.schooldigger.com/go/TX/schools/4095007807/school.aspx,1610,E,Kriewald Rd Elementary,https://www.schooldigger.com/go/TX/schools/4095007807/school.aspx,Southwest Independent School District,https://www.schooldigger.com/go/TX/district/40950/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78245,Bexar,(210) 645-7550,PK,05,Yes,No,No,No,607,37.9,15.9,73.5%,7.4%,0.7%,0.3%,77.3%,0.0%,1.6%,12.7%,58,47.2,2128,518,3
https://www.schooldigger.com/go/TX/schools/4074004622/school.aspx,1644,E,Somerset Elementary,https://www.schooldigger.com/go/TX/schools/4074004622/school.aspx,Somerset Independent School District,https://www.schooldigger.com/go/TX/district/40740/search.aspx,Somerset,https://www.schooldigger.com/go/TX/city/Somerset/search.aspx,78069,Bexar,(866) 852-9864,01,04,Yes,No,No,No,699,45.6,15.3,82.8%,0.6%,0.0%,0.0%,88.7%,0.1%,0.6%,10.0%,57.2,43.5,2326,682,3
https://www.schooldigger.com/go/TX/schools/3312003709/school.aspx,1693,E,Locke Hill Elementary,https://www.schooldigger.com/go/TX/schools/3312003709/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78249,Bexar,(210) 397-1600,PK,05,No,No,No,No,663,42,15.7,46.0%,7.8%,0.5%,4.2%,65.0%,0.5%,3.0%,19.0%,56.3,66.9,1166,-527,3
https://www.schooldigger.com/go/TX/schools/2499012962/school.aspx,1703,E,Copperfield Elementary,https://www.schooldigger.com/go/TX/schools/2499012962/school.aspx,Judson Independent School District,https://www.schooldigger.com/go/TX/district/24990/search.aspx,Converse,https://www.schooldigger.com/go/TX/city/Converse/search.aspx,78109,Bexar,(210) 619-0460,PK,05,No,No,No,No,647,33,19.6,54.3%,28.0%,0.3%,2.2%,45.9%,0.6%,5.1%,17.9%,56.1,59.3,1530,-173,3
https://www.schooldigger.com/go/TX/schools/3312007522/school.aspx,1707,E,May Elementary,https://www.schooldigger.com/go/TX/schools/3312007522/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78256,Bexar,(210) 397-2000,PK,05,No,No,No,No,617,41.8,14.7,37.3%,2.9%,0.2%,8.9%,59.6%,0.5%,2.8%,25.1%,56.1,56.3,1666,-41,3
https://www.schooldigger.com/go/TX/schools/3312011780/school.aspx,1715,E,Forester Elementary,https://www.schooldigger.com/go/TX/schools/3312011780/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78245,Bexar,(210) 397-0200,PK,05,No,No,No,No,990,60.7,16.2,51.2%,5.4%,0.0%,0.4%,71.6%,0.4%,3.8%,18.4%,55.9,68.6,1105,-610,3
https://www.schooldigger.com/go/TX/schools/3312006461/school.aspx,1767,E,Galm Elementary,https://www.schooldigger.com/go/TX/schools/3312006461/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78253,Bexar,(210) 397-1150,PK,05,No,No,No,No,662,41.5,15.9,47.0%,9.8%,0.3%,1.1%,58.6%,0.2%,4.8%,25.2%,54.9,47.7,2107,340,3
https://www.schooldigger.com/go/TX/schools/3312006769/school.aspx,1842,E,Thornton Elementary,https://www.schooldigger.com/go/TX/schools/3312006769/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78240,Bexar,(210) 397-3950,PK,05,No,No,No,No,636,44.9,14.1,42.9%,4.7%,0.2%,12.3%,51.6%,0.0%,2.2%,29.1%,53.7,54.3,1761,-81,3
https://www.schooldigger.com/go/TX/schools/0140012140/school.aspx,1845,E,School Of Science And Technology Discovery,https://www.schooldigger.com/go/TX/schools/0140012140/school.aspx,School Of Science And Technology Discovery,https://www.schooldigger.com/go/TX/district/01400/search.aspx,Leon Valley,https://www.schooldigger.com/go/TX/city/Leon+Valley/search.aspx,78238,Bexar,(210) 543-1111,KG,08,Yes,Yes,No,No,483,31.3,15.4,55.3%,8.3%,0.2%,11.6%,62.9%,0.0%,2.7%,14.3%,53.7,60.5,1464,-381,3
https://www.schooldigger.com/go/TX/schools/2499005512/school.aspx,1849,E,Olympia Elementary,https://www.schooldigger.com/go/TX/schools/2499005512/school.aspx,Judson Independent School District,https://www.schooldigger.com/go/TX/district/24990/search.aspx,Universal City,https://www.schooldigger.com/go/TX/city/Universal+City/search.aspx,78148,Bexar,(210) 945-5113,PK,05,No,No,No,No,448,27.1,16.5,38.8%,9.8%,0.9%,1.8%,44.9%,0.0%,4.9%,37.7%,53.6,62.5,1372,-477,3
https://www.schooldigger.com/go/TX/schools/3294005561/school.aspx,1890,E,Thousand Oaks Elementary,https://www.schooldigger.com/go/TX/schools/3294005561/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78232,Bexar,(210) 407-8000,PK,05,No,No,No,No,750,49.4,15.1,42.1%,5.6%,0.0%,3.1%,52.0%,0.0%,4.5%,34.8%,52.8,56.8,1646,-244,3
https://www.schooldigger.com/go/TX/schools/3312006151/school.aspx,1907,E,Knowlton Elementary,https://www.schooldigger.com/go/TX/schools/3312006151/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78250,Bexar,(210) 397-2600,PK,05,Yes,No,No,No,661,46,14.3,81.2%,1.4%,0.0%,0.3%,87.1%,0.3%,0.2%,10.7%,52.3,37.9,2679,772,3
https://www.schooldigger.com/go/TX/schools/3312006592/school.aspx,1951,E,Elrod Elementary,https://www.schooldigger.com/go/TX/schools/3312006592/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78250,Bexar,(210) 397-1800,PK,05,No,No,No,No,518,34.3,15,45.8%,4.4%,0.0%,0.8%,70.1%,0.0%,2.5%,22.2%,51.4,62.2,1384,-567,3
https://www.schooldigger.com/go/TX/schools/2499012236/school.aspx,1954,E,James L Masters,https://www.schooldigger.com/go/TX/schools/2499012236/school.aspx,Judson Independent School District,https://www.schooldigger.com/go/TX/district/24990/search.aspx,Converse,https://www.schooldigger.com/go/TX/city/Converse/search.aspx,78109,Bexar,(210) 945-1150,PK,05,Yes,No,No,No,780,40.2,19.3,59.1%,28.1%,0.1%,2.2%,50.9%,0.9%,5.8%,12.1%,51.2,54,1774,-180,3
https://www.schooldigger.com/go/TX/schools/3948004486/school.aspx,1971,E,Rose Garden Elementary,https://www.schooldigger.com/go/TX/schools/3948004486/school.aspx,Schertz-Cibolo-U City Independent School District,https://www.schooldigger.com/go/TX/district/39480/search.aspx,Universal City,https://www.schooldigger.com/go/TX/city/Universal+City/search.aspx,78148,Bexar,(210) 619-4352,PK,04,Yes,No,No,No,512,32,15.9,52.2%,11.5%,0.4%,0.6%,48.4%,0.4%,6.4%,32.2%,51,41.6,2446,475,3
https://www.schooldigger.com/go/TX/schools/3312010439/school.aspx,1974,E,Murnin Elementary,https://www.schooldigger.com/go/TX/schools/3312010439/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78251,Bexar,(210) 397-4550,PK,05,Yes,No,No,No,895,55.3,16.1,58.2%,8.9%,0.1%,1.0%,74.0%,0.1%,3.1%,12.7%,50.9,60.5,1467,-507,3
https://www.schooldigger.com/go/TX/schools/2499002787/school.aspx,1985,E,Coronado Village Elementary,https://www.schooldigger.com/go/TX/schools/2499002787/school.aspx,Judson Independent School District,https://www.schooldigger.com/go/TX/district/24990/search.aspx,Universal City,https://www.schooldigger.com/go/TX/city/Universal+City/search.aspx,78148,Bexar,(210) 945-5110,PK,05,No,No,No,No,385,25.4,15.1,57.7%,9.6%,0.5%,0.8%,64.2%,0.3%,5.7%,19.0%,50.7,60.2,1487,-498,3
https://www.schooldigger.com/go/TX/schools/3294008448/school.aspx,2003,E,Wetmore Elementary,https://www.schooldigger.com/go/TX/schools/3294008448/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78247,Bexar,(210) 407-8800,PK,05,No,No,No,No,645,40.2,16,45.3%,6.0%,0.2%,3.3%,51.3%,0.5%,3.7%,35.0%,50.3,54.2,1768,-235,3
